annotation_id,target_kind,target_id,category,valid_from,valid_to,description,related_refs,media,is_resolved
vm7x_transitional_naming,campus,GTN,data_quality,1900-01-01,9999-01-01,"Several GTN ÅNGA meters use transitional ""VM7x"" names in Snowflake (VM70/VM71/VM72/VM73) instead of the stable ""VMM7x"" per the reference formula doc (""heter VM71 än så länge. Kommer döpas om på sikt till VMM71""). Affected GTN meters: B611.Å1_VM71/VM72/VM73, B613.Å1_VM71, B614.Å1_VM71/VM72, B621.Å1_VM70, B622.Å1_VM72, B641.Å1_VM71, B642.Å1_VM71/VM72. Ontology meter_ids already use the canonical VMM7x form; the Snowflake crosswalk maps VMM7x → VM7x for these. When the upstream rename lands, the crosswalk must prefer the new VMM7x variant.",,ANGA,False
B642_VMM71_unused,meter,B642.Å1_VMM71,data_quality,1900-01-01,9999-01-01,B642.Å1_VMM71 flat for 317 days ending 2025-11-14 (only minor activity thereafter). The reference formula doc B642 formula uses only B642.Å1_VM72 — VMM71 is an unused sibling meter. Flatness does not affect building reconciliation.,,ANGA,True
B611_T1_rollover,meter,B611.T1,rollover,2026-01-14,2026-01-14,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9993343. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B611.T1:d.A|B611.T1:d.B|B611.T1:d,EL,True
B611_T3_rollover,meter,B611.T3,rollover,2026-02-23,2026-02-23,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9998247. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B611.T3:d.A|B611.T3:d.B|B611.T3:d,EL,True
B612_T9_rollover,meter,B612.T9,rollover,2025-07-09,2025-07-09,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9995611. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B612.T9:d.A|B612.T9:d.B|B612.T9:d,EL,True
B614_T18_rollover,meter,B614.T18,rollover,2025-01-01,2025-01-01,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9999273. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B614.T18:d.A|B614.T18:d.B|B614.T18:d,EL,True
B614_T20_rollover,meter,B614.T20,rollover,2025-11-10,2025-11-10,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9996529. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B614.T20:d.A|B614.T20:d.B|B614.T20:d,EL,True
B616_T33_rollover,meter,B616.T33,rollover,2025-04-06,2025-04-06,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9994919. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B616.T33:d.A|B616.T33:d.B|B616.T33:d,EL,True
B621_T30_rollover,meter,B621.T30,rollover,2025-12-08,2025-12-08,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9996928. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B621.T30:d.A|B621.T30:d.B|B621.T30:d,EL,True
B621_T5_rollover,meter,B621.T5,rollover,2025-03-26,2025-03-26,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9999660. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B621.T5:d.A|B621.T5:d.B|B621.T5:d,EL,True
B621_T6_rollover,meter,B621.T6,rollover,2025-02-09,2025-02-09,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9997284. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B621.T6:d.A|B621.T6:d.B|B621.T6:d,EL,True
B650_T23_rollover,meter,B650.T23,rollover,2025-12-30,2025-12-30,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9999278. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B650.T23:d.A|B650.T23:d.B|B650.T23:d,EL,True
B653_T17_rollover,meter,B653.T17,rollover,2025-06-18,2025-06-18,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9999965. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B653.T17:d.A|B653.T17:d.B|B653.T17:d,EL,True
B653_T55_rollover,meter,B653.T55,rollover,2025-06-29,2025-06-29,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9996346. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B653.T55:d.A|B653.T55:d.B|B653.T55:d,EL,True
B661_T47_rollover,meter,B661.T47,rollover,2025-05-22,2025-05-22,"Counter rollover at Schneider ceiling (~10,000,000). Pre-reset value 9995369. Stitched via rolling_sum — same treatment as a device swap, but labelled to reflect what the meter actually did.",B661.T47:d.A|B661.T47:d.B|B661.T47:d,EL,True
B660_H23_resets,meter,B660.H23-1,data_quality,1900-01-01,9999-01-01,Provider/utility meter with 7 counter resets (~bimonthly read cycle). All segments stitched via rolling_sum. Boundary artifacts visible in daily chart on reset days — consumption on those days is partially lost.,,EL,True
B660_H3_resets,meter,B660.H3-1,data_quality,1900-01-01,9999-01-01,Provider/utility meter with 3 counter resets (~quarterly). All segments stitched via rolling_sum.,,EL,True
B616_T31-6-2_offline,meter,B616.T31-6-2,outage,2026-02-12,2026-02-12,Counter drops and stays dead from Feb 12. Leaf meter — cannot patch.,B616.T31-6-2:d,EL,True
B616_T33-6-1_dead,meter,B616.T33-6-1,outage,2025-01-01,2025-01-01,Counter at zero for entire observation window. Sub-feeder of B616.T33 serving B835.,,EL,True
B665_T42-2-1_misattr,meter,B665.T42-2-1,data_quality,1900-01-01,9999-01-01,B665.T42-2-1 reads ~5 MWh/month in Snowflake but Excel STRUX_data shows 0. B664 shows excel=0 vs topology=4.9 MWh. B665 overcredited by ~5 MWh/month. Stale STRUX_data.,,EL,False
B659_T28-3-5_unattr,meter,B659.T28-3-5,data_quality,1900-01-01,9999-01-01,Sub-feeder subtracted from B659 but not attributed to any building. ~8 MWh/month unaccounted.,,EL,False
el_t4_strux_only_resolved,building,B611,data_quality,1900-01-01,9999-01-01,"Resolved 2026-04-27: B611.T4-A3/C1/C4 ARE in PME after all, under DB-key aliases B611.T1-4-11/12/13 (display names match the cable-position IDs per DATALOG_ENRICHED). Crosswalk was using the display names as snowflake_id, which didn't resolve. Fixed crosswalk to point at the DB keys; B611/B613/B631 now match Excel within 0.7%.",,EL,True
el_b665_t42_misallocation,building,B664,data_quality,1900-01-01,9999-01-01,"B665.T42-2-1 has live Snowflake readings (~5 MWh/month) attributed to B664 per Excel formula, but Excel cache for B664 = 0 — STRUX_data value is stale/zero while Snowflake reads real consumption. Same pattern as B616 steam.",,EL,False
B660_seasonal_split,building,B660,data_quality,2025-05-01,2025-06-30,"H23-1 and H3-1 show inverse May-June deviation from the steady ~70/30 ratio (H3-1 peaks +40%, H23-1 dips ~15%). Total intake rises, so not cross-wiring — consistent with H3-1 carrying summer-only cooling/ventilation loads.",,EL,True
B612_T8_suspected_excel_bug,meter,B612.T8,data_quality,1900-01-01,9999-01-01,"Suspected Excel bug in gtn.xlsx / formula_document.xlsx: B612 row 12 subtracts B652.T8-A3-A14-112 at col AA, in addition to already subtracting its parent B641.T8-A3 at col Z. This double-counts the deduction (~21 MWh/month, B612 understated ~4% in Excel). The ontology previously mirrored this via an extra hasSubMeter edge B612.T8 → B652.T8-A3-A14-112; that edge was removed 2026-04-21 so the ontology is physically honest (single parent B641.T8-A3) and the Excel gap is exposed in reconciliation as +21 MWh/month at B612. Location to inspect/fix: gtn.xlsx, B612 row 12, delete col AA term.",,EL,False
gtn_el_subkwh_match_tolerance,campus,GTN,calibration,1900-01-01,9999-01-01,GTN EL reconciliation rows marked 'match' may show small drifts at the building level due to Excel cached aggregation vs PME daily-sum rounding. Classifier uses 0.25% relative threshold (raised from 0.1% on 2026-04-27 to absorb noise-level drifts that aren't real discrepancies).,,EL,True
B613_T4-C1_strux_only_resolved,building,B613,data_quality,1900-01-01,9999-01-01,Resolved 2026-04-27: B611.T4-C1 (Excel allocation lands at B613) was thought to be STRUX-only but is in PME under DB-key alias B611.T1-4-12. Crosswalk fix → B613 matches Excel to ±0.7%.,,EL,True
B631_T4-A3_T4-C4_strux_only_resolved,building,B631,data_quality,1900-01-01,9999-01-01,Resolved 2026-04-27: B611.T4-A3 / B611.T4-C4 (Excel allocations land at B631) were thought to be STRUX-only but are in PME under DB-key aliases B611.T1-4-11 / B611.T1-4-13. Crosswalk fix → B631 matches Excel to ±0.7%.,,EL,True
B652_T14-B3-J_misroute,building,B652,data_quality,1900-01-01,9999-01-01,"B652.T14-B3-J reads at building B602 per building_id attribution, but Excel formula subtracts it from B652 (row 33 col T) and adds it to B602. Net campus total is unaffected; per-building attribution differs. Open: decide whether to re-attribute the meter to match Excel or add a topology_override.",,EL,False
B654_drift_resolved,building,B654,data_quality,1900-01-01,9999-01-01,"Resolved 2026-04-27: 0.2% drift was below the new 0.25% noise floor. Now auto-classifies as 'match'. PME daily-sum vs Excel cached aggregation drift, not a real discrepancy.",,EL,True
gtn_el_ref_doc_formula_verified,campus,GTN,unknown,1900-01-01,9999-01-01,"GTN EL building formulas cross-checked against reference formula doc. All formulas match except: extra +B616.T31-6-2 term removed from B616 pool. Doc attributes B616.T33-6-1/T33-6-2 to B850, but Excel cache records them under B835 — Excel is canonical, ontology retains B835 attribution (gtn_el_b835_vs_b850 annotation documents the divergence).",,EL,True
gtn_el_b835_deprecated,building,B835,unknown,1900-01-01,9999-01-01,"Reference formula doc lists B850 = +B616.T33-6-1 +B616.T33-6-2 (implying B850 as the owner building). Excel cache keeps the accounting under B835 (~3089/3185 kWh Jan/Feb); B850 Excel = 0. Ontology retains the Excel-canonical B835 attribution. Rename to B850 was attempted and reverted — doc reflects intent, Excel is facit.",B616.T33-6-1:d|B616.T33-6-2:d,EL,False
gtn_el_b665_t42_doc_mismatch,meter,B665.T42-2-1,data_quality,1900-01-01,9999-01-01,Reference formula doc uses B665.T42_2_03 for B664 and B665 formulas. That ID does not exist in Snowflake; B665.T42-2-1 does. Ontology retains the Snowflake-backed B665.T42-2-1. Suspected doc typo; needs upstream verification.,,EL,False
B616_T33-6-1_inactive,meter,B616.T33-6-1,data_quality,1900-01-01,9999-01-01,B616.T33-6-1 flat at zero across the full reference period. Existing B616_T31-6-2_offline annotation covers a related sibling meter. B616's T33 branch feeds B850/B835 (doc-vs-Excel naming divergence already annotated). Inactive sub-meter; accepted.,B616.T33-6-1:d,EL,True
gtn_el_unmetered_intake_residual,campus,GTN,data_quality,1900-01-01,9999-01-01,"~8.7% of campus EL intake (averaged over 2025-01 to 2026-02) is not captured by any building-level meter. Lifetime: B660.EL_INTAKE = 98646 MWh, sum of buildings = 90041 MWh, residual = 8605 MWh (8.7%). Seasonal pattern: 3-5% in winter, climbing to 11-14% at the July peak. Likely composition: cable/transformer losses (~3-5% of throughput), B660 substation ancillaries (small), outdoor/perimeter lighting fed direct from MV bus, and a couple of buildings present in PME but not in Excel allocations (B648 ~177 MWh/mo, B669 ~22 MWh/mo) accounting for ~30% of the residual. Visible as the gap between the two lines in the Campus conservation chart.",,EL,False
B600N_KV1_VM20_offline_jul,meter,B600N.KV1_VM20,outage,2025-07-30,2025-07-31,"Meter offline 2025-07-30 (zero delta) with catch-up flush on 2025-07-31 (1875 m³, 2.5× median). Patched via interpolate between clean endpoints 2025-07-29 and 2025-07-31, splitting the 2-day accumulation evenly (~937 m³/day). Monthly July total preserved.",B600N.KV1_VM20:d.A|B600N.KV1_VM20:d.patch1|B600N.KV1_VM20:d.B|B600N.KV1_VM20:d,KALLVATTEN,True
B600N_KV1_VM20_offline_aug,meter,B600N.KV1_VM20,outage,2025-08-31,2025-09-01,"Meter offline 2025-08-31 (zero delta) with catch-up flush on 2025-09-01 (1750 m³, 2.4× median). Patched via interpolate between clean endpoints 2025-08-30 and 2025-09-01, splitting the 2-day accumulation evenly (~875 m³/day). Crosses month boundary — August gains ~875 m³ and September loses ~875 m³ vs raw, but combined Aug+Sep total preserved. Outside Excel comparison window (2026-01/02) so Excel comparison is NOT affected.",B600N.KV1_VM20:d.B|B600N.KV1_VM20:d.patch2|B600N.KV1_VM20:d.C|B600N.KV1_VM20:d,KALLVATTEN,True
gtn_kv_ref_doc_formula_verified,campus,GTN,unknown,1900-01-01,9999-01-01,All GTN KALLVATTEN building formulas cross-checked verbatim against reference/reference_formula_doc/the_only_one_formula_doc.xlsx (KALLVATTEN sheet). Every metered building (39/39) matches current meter_allocations including cross-building subtractions (B615 subtracted from B614; B622+B623 subtracted from B621; B637+B638 subtracted from B612; B613 subtracted from B611 and B612; B626 subtracted from B821; B834 subtracted from B833) and the unusual +B611.VV1_VM21 hot-water term rolled into B611 KV. B843 N/A correctly absent.,,KALLVATTEN,True
gtn_kv_avrakningsmatare,campus,GTN,unknown,1900-01-01,9999-01-01,"Reference formula doc defines a billing-reconciliation aggregator AVRÄKNINGSMÄTARE = B653.KV1_VM21_V + B653.KV1_VM22_V + B654.KV1_VM22_V + B661.KV1_VM21 + B921.KV1_VM21_V. These meters measure water that enters the KV system but evaporates via V2/V9 cooling/process loops (never reaches sewer), so they are deducted from the Telge sewerage fee. Ontology models this as virtual meter GTN.KV_AVRAKNING (campus-level, KALLVATTEN, is_virtual_meter=True). Aggregator CURRENTLY sums 4 of 5: B654.KV1_VM22_V excluded (see gtn_kv_b654_vm22_flat — functionally dead, ~0 contribution). B661.KV1_VM21 participates via its stitched :d ref (see gtn_kv_b661_vm21_resets — 3-segment rolling_sum across two resets). The 5 meters are NOT added to their host-building KV consumption.",GTN.KV_AVRAKNING|B653.KV1_VM21_V:d|B653.KV1_VM22_V:d|B654.KV1_VM22_V:d|B661.KV1_VM21:d|B921.KV1_VM21_V:d,KALLVATTEN,True
gtn_kv_b626_temp_cabin_site,building,B626,unknown,1900-01-01,9999-01-01,"B626 is a temporary cabin site (""Bod-etablering"") located outside B621. KV consumption (+B626.KV1_VM20 +B626.KV1_VM21) is subtracted from B821 (which houses the supply loop), per reference formula doc.",,KALLVATTEN,True
gtn_kv_b656_manually_read,building,B656,data_quality,1900-01-01,9999-01-01,"B656.KV1_VM21 is manually read (""ej uppkopplad men finns i PME, läses in manuellt via EBO"") per reference formula doc. No live BMS feed; PME values come from manual Excel entry. Ontology reads from Snowflake if a row exists; otherwise topology shows zero.",,KALLVATTEN,True
gtn_kv_b869_nc_valve_closed,building,B869,unknown,1900-01-01,9999-01-01,"B869 is not connected to BMS (""Ej uppkopplad"") and its supply valve is expected to be a closed NC-valve per reference formula doc. Any non-zero B869.KV1_VM21 reading indicates either a BMS connection has appeared or the valve leaks. Currently relies on STRUX entry (identifier=strux=B869.KV1_VM21).",,KALLVATTEN,True
gtn_kv_b661_vm21_resets,meter,B661.KV1_VM21,swap,2025-11-20,2026-02-02,"Two hard counter drops on B661.KV1_VM21: 2025-11-20 (14572.56 → 7664.02, Δ=-6908.54) and 2026-02-02 (8275.66 → 0.00, Δ=-8275.66). Likely device swap or manual reset events. Handled by 3-segment split :d.A (valid_to=2025-11-20) | :d.B (2025-11-20 → 2026-02-02) | :d.C (from 2026-02-02) stitched into :d via rolling_sum — matches the B616/B642 pattern used elsewhere. Meter also has 147-day max flat-run (counter reports no consumption); keep monitoring.",B661.KV1_VM21:d.A|B661.KV1_VM21:d.B|B661.KV1_VM21:d.C|B661.KV1_VM21:d,KALLVATTEN,True
gtn_kv_b654_vm22_flat,meter,B654.KV1_VM22_V,data_quality,1900-01-01,9999-01-01,"B654.KV1_VM22_V reports near-flat over 14 months: 402/423 days with zero delta, max 246-day flat run, total +64 m³ on a counter starting at 2041 m³ (~3 m³/day on the 21 active days, 0 on rest). Functionally dead or calibration-floored below 1 m³/day. Excluded from the GTN.KV_AVRAKNING aggregator (its ~64 m³ total is within noise and would add no signal). Raw ref retained for audit. Needs on-site verification whether the circuit is physically in use.",B654.KV1_VM22_V:d,KALLVATTEN,False
gtn_kv_b653_vm22_intermittent,meter,B653.KV1_VM22_V,data_quality,1900-01-01,9999-01-01,"B653.KV1_VM22_V is monotonic but intermittent: 215/423 days flat (51%), max 117-day flat run, no negatives, cumulative +13225 m³ over 14 months. Consumption arrives in bursts after long silent windows — typical BMS gateway outage then catch-up flush pattern. Included in GTN.KV_AVRAKNING as-is (cumulative is correct; only daily-resolution views will show bursts).",B653.KV1_VM22_V:d,KALLVATTEN,True
gtn_kv_b841_inactive,building,B841,data_quality,1900-01-01,9999-01-01,"B841 KV meters (VM21/22/23/24) are flat or near-zero for most of the reference period (338+ days flat on VM21, 423 days flat on VM22/VM23). Building appears inactive or has minimal cold-water demand. Excel cache values ~0 confirm this.",B841.KV1_VM21:d|B841.KV1_VM22:d|B841.KV1_VM23:d|B841.KV1_VM24:d,KALLVATTEN,True
gtn_kv_spring2025_bms_outage,campus,GTN,outage,2025-01-01,2025-05-25,"Several GTN KV meters show 144-day flats ending on 2025-05-25 (B614.KV1_VM22, B650.KV1_VM21, B651.KV1_VM21). Shared recovery date suggests a BMS gateway or SCADA data-collection outage that resolved around late May 2025. Meters have resumed normal reporting; consumption during the outage not recoverable from these meters alone.",B614.KV1_VM22:d|B650.KV1_VM21:d|B651.KV1_VM21:d,KALLVATTEN,False
gtn_kv_b616_dec2025_outage,building,B616,outage,2025-10-17,2025-12-08,"B616 KV meters VM21, VM22, VM23 show coincident ~53-day flats ending 2025-12-08. Shared pattern suggests a building-level BMS outage. Meters resumed normal reporting afterward; Dec reconciliation for B616 may be partial.",B616.KV1_VM21:d|B616.KV1_VM22:d|B616.KV1_VM23:d,KALLVATTEN,False
gtn_kv_b850_nov_flat,meter,B850.KV1_VM21,data_quality,2025-08-21,2025-11-03,"B850.KV1_VM21 flat for 75 days ending 2025-11-03. Low-magnitude meter (median ~1.7 m³/day, max ~5). Likely a summer/fall dormancy period for the 850/662 building. Excel cache shows small values; impact on reconciliation is minor.",B850.KV1_VM21:d,KALLVATTEN,True
gtn_kv_b625_catchup_jun,meter,B625.KV1_VM22_V,data_quality,2025-06-10,2025-06-29,B625.KV1_VM22_V flat ~20 days ending 2025-06-29 then a large single-day catch-up (~266 m³). Monotonic counter retained; no patch applied because the spike is outside the Jan/Feb 2026 reference period and total is preserved. Note for historical analyses.,B625.KV1_VM22_V:d,KALLVATTEN,True
gtn_kv_b654_vm21_jan_spike,meter,B654.KV1_VM21_V,data_quality,2025-12-23,2026-01-01,B654.KV1_VM21_V near-flat late Dec 2025 then a 74 m³ single-day reading on 2026-01-01. Monotonic counter; no patch needed. Could indicate a month-boundary batching artifact.,B654.KV1_VM21_V:d,KALLVATTEN,True
b600kb2_pool_dead_inputs,campus,GTN,data_quality,2025-02-10,2025-02-10,"B600-KB2 is the south-distribution KYLA pool with 3 + inputs in Excel: B623.KB1_INT_VERK1, B653.KB2_WVÄRME_ACK, B654.KB2_Pkyl_Ack. Of these: B654 stays flat all year, B653 is an accumulator (not monotonic), and only B623 consistently contributes. Pool topology mirrors Excel, but B600-KB2 readings reflect only ~1/3 of intended inputs. Building-level reconciliation matches Excel within noise because Excel cache uses the same inputs.",,KYLA,True
b611_negative_consumption_artifact,building,B611,data_quality,1900-01-01,9999-01-01,"B611 kyla = -20.88 MWh Jan / -12.01 MWh Feb is a data quality artifact. Formula: 0.38×B600-KB2 − B631.KB1_INTE_VERK2 − B631.KB1_VMM51_E. With B600-KB2 pool collapsed to just B623 (see campus annotation ""b600kb2_pool_dead_inputs""), the 0.38 share is far smaller than the sub-meters being subtracted. Topology matches Excel exactly. Would revert to plausible positive if B653 / B654.KB2 came back online.",B611.KYLA_VIRT,KYLA,True
b641_negative_sparse,building,B641,data_quality,1900-01-01,9999-01-01,"Resolved 2026-04-28 by the same fix as b612_641_fractional_subtraction: coefficient hasSubMeter plus a daily-fill derived timeseries for B612.KB1_PKYL. B641 now matches Excel exactly in Jan; Feb has a residual ~0.04 MWh from the trailing-single-day gap. See b612_641_fractional_subtraction for details.",B641.KYLA_VIRT,KYLA,True
b833_negative_sparse,building,B833,data_quality,1900-01-01,9999-01-01,"Resolved 2026-04-28 via daily-fill derived timeseries B833.KB1_GF4:d.daily (aggregation=interpolate, valid 2025-09-08 to 2026-02-28). Source endpoints are both 11439 (counter flat since Sept 2025), giving daily delta=0 and a daily heartbeat row for B833.KB1_GF4. B834 sub now fires every day. B833 matches Excel exactly in Jan; Feb has a trailing-single-day gap of ~0.03 MWh that resolves once a March 2026 raw reading lands.",B833.KB1_GF4:d.daily,KYLA,True
b658_excel_zero_meter_live,building,B658,data_quality,1900-01-01,9999-01-01,"B658.KB2_VMM51_E reports ~10-12 MWh/month of real cooling in Snowflake, but Excel cache for B658 kyla = 0 (STRUX_data value is stale/zero). Same pattern as B616 steam and B665.T42-2-1 EL — known ""Excel=0 but meter live"" misallocation. Topology reports the real consumption.",,KYLA,True
b623_double_counted,building,B623,data_quality,1900-01-01,9999-01-01,"B623.KB1_INT_VERK1 reads cooling flow at the south distribution point, not B623 building's own consumption. Excel uses it twice: as B623's own row (row 23) and as a + input to the B600-KB2 distribution pool (row 8). The pool then sends 100 percent of its flow onward to B611, B613, B621 and B622, so the same energy gets counted twice in Excel's per-row totals. The ontology can only put the meter in one place, so we attach it to the pool (where the flow physically goes) and leave B623 at 0. Excel shows 3.67 MWh (Jan) and 5.06 MWh (Feb) on its B623 row; we accept that gap as a known double-count.",,KYLA,True
b612_641_fractional_subtraction,building,B612,data_quality,1900-01-01,9999-01-01,"Resolved 2026-04-28. Excel splits the B612 cooling plant remainder (B612.KB1_PKYL − B637 − B638) 90/10 between B612 and B641. Two changes implemented to make the ontology match exactly: (1) views.sql now respects flow_coefficient on hasSubMeter relations, so we attach B637/B638 under B612.KYLA_VIRT at k=0.9 and under B641.KYLA_VIRT at k=0.1; (2) added a daily-fill derived timeseries B612.KB1_PKYL:d.daily (aggregation=interpolate, valid 2025-09-12 to 2026-02-28) so B641.KYLA_VIRT receives a daily heartbeat row and the daily B637/B638 fractional sub fires on every day. B612 and B641 both match Excel within rounding, except a trailing-single-day gap on 2026-02-28 (about 0.04 MWh into B641's column) until the next raw reading lands and we can extend valid_to.",B612.KYLA_VIRT|B641.KYLA_VIRT,KYLA,True
b634_power_to_energy,meter,B634.KB1_PKYL,data_quality,1900-01-01,9999-01-01,"Meter reports power (kW). Excel row 26 converts to MWh via *24*31/1000 (literal 31-day month assumption; coefficient = 0.744). Encoded as feeds B634.KB1_PKYL → B634.KYLA_VIRT at k=0.744, with the residual 0.256 going to a campus-attributed virtual B634.KYLA_CONVERSION_RESIDUAL so outgoing feeds sum to 1.0 (validator requirement). Matches Excel Jan; Feb will be ~11% high vs physical reality because Excel uses the 31-day constant for all months.",B634.KYLA_VIRT|B634.KYLA_CONVERSION_RESIDUAL,KYLA,True
