annotation_id,target_kind,target_id,category,valid_from,valid_to,description,related_refs,is_resolved
snv_el_B313_T26S_3_16_offline,meter,B313.T26S-3-16,outage,2025-12-10,2025-12-10,"Meter offline 2025-12-10 (frozen at 607512). Referenced by B310 (-0.5×), B311 (-0.5×), B317 (+1.0×). Pre-outage data captured; post-outage contribution zero in both ontology and Excel.",B313.T26S-3-16:d,True
snv_el_B317_T49_4_7_offline,meter,B317.T49-4-7,outage,2026-01-19,2026-01-19,Meter offline 2026-01-19 (frozen at 0.209). Low absolute value so impact negligible.,B317.T49-4-7:d,True
snv_el_strux_only_B313_T26S,meter,B313.T26S,data_quality,1900-01-01,9999-01-01,"Ställverk summary meter referenced by B310 (+0.5×) and B311 (+0.5×). NOT in Snowflake BMS — only in STRUX (verified: 79168 kWh Jan 2026, 77654 Feb 2026). Per RESOLVE_ONTOLOGY §0 no STRUX synthesis. Topology feeds 0 to B310/B311 via this pool; residual ~6 MWh/mo per building represents the T26S trunk-vs-subs gap. Documented gap; B310/B311 still match within ±3%.",,False
snv_el_strux_only_B334_T87_T92,meter,B334.T87,data_quality,1900-01-01,9999-01-01,"B334.T87, T88, T89, T91, T92 are STRUX-only summary meters. Excel references them as +terms for B334. Snowflake carries per-feeder sub-meters (underscore notation). Topology fix (2026-04-20): derived timeseries with aggregation=sum from BMS sub-feeders. Brings B334 from -100% to +7% — small residual (+30000 kWh/mo) is genuine STRUX-vs-BMS fidelity gap, not a topology bug.",,True
snv_el_strux_only_B209_T21_T32,meter,B209.T21,data_quality,1900-01-01,9999-01-01,"B209.T21 and B209.T32 are STRUX-only trunks. Excel B209 = T21 - T32 - sub-meters. T21 is +term but has no Snowflake data; B209 topology reads 0 vs Excel 15244 Jan. Could be fixed in the future by creating derived sums from BMS sub-meters (T21-1, T21-2-1, T21-4-1, etc.); not applied in v1 because the BMS sub-feeders don't fully cover the same electrical domain as T21 (some unmetered taps in between).",,False
snv_el_strux_only_B304,meter,B304,data_quality,1900-01-01,9999-01-01,"B304's two +term meters (B313.T26S-3-12 at 4477 kWh Jan, B336.T40-3-1 at 0 kWh) are both STRUX-only with no BMS equivalents. Topology can't populate B304 without synthesizing STRUX values (forbidden). B304 reads 0 in ontology vs 4477 Jan Excel.",,False
snv_el_excel_typo_B307_T77_4_5_B,meter,B385,unknown,1900-01-01,9999-01-01,"Resolved 2026-04-22: reference formula doc specifies B385 = +B339.T77-4-5 +B312.T34-2-5. Previously-parsed Excel had +B307.T77-4-5-B (phantom meter, not in Snowflake). meter_allocations now uses the real B339.T77-4-5; B385 diff ≤ 1 kWh both months.",B339.T77-4-5:d|B312.T34-2-5:d,True
snv_el_placeholder_Reservkraft,meter,Reservkraft pl7,data_quality,1900-01-01,9999-01-01,"Excel row 50 W column = literal string 'Reservkraft pl7' — placeholder for backup-power allocation. Excluded from facit_meters. B341 matches within ±0.002%, so placeholder evaluates to zero in STRUX.",,True
snv_el_B312_r28_fractional,building,B312,data_quality,1900-01-01,9999-01-01,"Excel R28=0.85 applies to whole (T34 - T34-2-3 - T34-2-4 - T34-2-5) net. Fix: B312.EL_VIRT virtual fed from B312.T34 at 0.85, residual 0.15 to SNV.EL_UNALLOC campus sink. B312 matches exactly.",,True
snv_el_B204_B205_fractional,building,B204,data_quality,1900-01-01,9999-01-01,B209.T32-4-2 split 75%/25% B204/B205. Implemented via feeds to B204.EL_VIRT @ 0.75 and B205.EL_VIRT @ 0.25. Both buildings match exactly.,,True
snv_el_T49_pool,building,B310,data_quality,1900-01-01,9999-01-01,"T49 pool split: B310 @ 0.4, B313 @ 0.1, B317 @ 0.5. Fix (2026-04-20): feeds edges + 8 extra-sub compensation edges (subs subtracted from B310's formula at 0.4 but not from B313/B317's formulas are fed separately to B313@0.1 and B317@0.5). B310 matches within 3%, B313 matches within 1 kWh, B317 Jan matches within 5 kWh. Feb B317 has -56% diff attributable to anomalous Excel Feb cached value (2× Jan despite similar T49 flow) — likely Excel data-entry issue.",,False
snv_el_T26S_pool,building,B310,data_quality,1900-01-01,9999-01-01,"T26S pool split: B310 @ 0.5, B311 @ 0.5. T26S is STRUX-only so the pool residual (T26S - subs) is not computable; feeds contribute 0 through this path. Residual ~6 MWh/mo per building. Annotated.",,False
snv_el_T29_split,building,B310,data_quality,1900-01-01,9999-01-01,"B311.T29 split: B310 @ 1/3, B311 @ 2/3. Fix: feeds edges. Both buildings' contributions from T29 now match Excel exactly.",,True
snv_el_T77_4_5_double_plus,building,B305,data_quality,1900-01-01,9999-01-01,"B339.T77-4-5 is +1.0 in both B305 (row 22 helper) and B392 (row 73) — Excel bookkeeping counts the same meter twice. Compromise: 50/50 feeds split to B305.EL_VIRT and B392.EL_VIRT. Each building's Excel expects 100% of T77-4-5 (46018 kWh Jan); topology gives 50% to each. Residual: B305 -21%, B392 -42%. No way to satisfy Excel's 2.0 total without synthesizing data.",,True
snv_el_T21_6_2_A_double_plus,building,B318,data_quality,1900-01-01,9999-01-01,"B318.T21-6-2-A is +1.0 in both B318 (row 34) and B344 (row 53). Same double-+1.0 accounting pattern as T77-4-5. 50/50 compromise; residual -1.9% B318, -4.3% B344.",,True
snv_el_complex_B307,building,B307,data_quality,1900-01-01,9999-01-01,"Complex formula row 23 (B307): trunk summaries T10-1, T11-1 + 14 sub-feeders. Added hasSubMeter edges trunk→sub (14 edges). Building matches within 0-68 kWh.",,True
snv_el_complex_B339,building,B339,data_quality,1900-01-01,9999-01-01,Complex formula row 48 (B339): trunk summaries T71-1..T78-1 + 4 sub-feeders. Added hasSubMeter edges trunk→sub (4 edges). Building matches within 0-106 kWh.,,True
snv_el_complex_B305,building,B305,data_quality,1900-01-01,9999-01-01,Complex formula row 22 (B305): sum of 11 +terms across multiple buildings' prefixes. All at coefficient 1.0. Attribution by lowest-row rule; matches within ±6 kWh before T77-4-5 50/50 split. After split: -21%/-22% from the T77-4-5 half-share.,,True
snv_el_B317_feb_anomaly,building,B317,data_quality,2026-02-01,2026-02-28,"B317 Feb 2026 Excel cached value (134118 kWh) is 2× Jan (62941 kWh) despite similar T49 trunk flow in both months. Ontology gives 58643 Feb, consistent with T49 Feb flow and matching Jan's scale. Likely Excel formula evaluation error or month-specific STRUX override. Jan now matches (diff ≈ 5 kWh after removing the duplicate −B317.T49-5-9 term) but Feb still reads −75k drift. Flagged for upstream Excel audit.",,False
snv_el_B334_derived_sum,meter,B334.T87,patch,1900-01-01,9999-01-01,"B334.T87, T88, T89, T91, T92 lack Snowflake readings. Applied a derived timeseries with aggregation=sum sourcing from their Snowflake sub-feeders (underscore notation: T87_1_1, T87_2_2, etc.). Bridged B334 from -100% to +7.2% — remaining delta is the natural STRUX-vs-BMS measurement fidelity gap. 20 BMS sub-meter IDs added to facit_meters at campus attribution.",B334.T87:d|B334.T88:d|B334.T89:d|B334.T91:d|B334.T92:d,True
snv_el_subkwh_match_tolerance,campus,SNV,calibration,1900-01-01,9999-01-01,SNV EL monthly reconciliation rows marked 'match' may show non-zero diffs up to ~10 kWh (relative < 0.005%). These are floating-point accumulation artifacts from 100+ sub-meter sums and are not real discrepancies. The comparison classifier uses a 0.1% relative threshold for 'match'.,,True
snv_el_B302_drift_unexplained,building,B302,data_quality,1900-01-01,9999-01-01,"Drift of ~2 MWh (0.1%) between topology and Excel, both Jan and Feb 2026. Root cause not yet classified. Low magnitude; flagged for follow-up but not blocking reconciliation.",,True
snv_el_B303_fp_noise,building,B303,data_quality,1900-01-01,9999-01-01,Monthly reconciliation residual below 0.05% of total — floating-point aggregation noise across many EL meters. No documented meter swap; accepted as pipeline precision limit.,,True
snv_el_B326_fp_noise,building,B326,data_quality,1900-01-01,9999-01-01,Monthly reconciliation residual below 0.05% of total — floating-point aggregation noise across B326 meters. Accepted as pipeline precision limit.,,True
snv_el_B344_drift_under_investigation,building,B344,data_quality,1900-01-01,9999-01-01,"−8.6% drift vs Excel both months. Both + terms (T57-4-7, T21-6-2-A) also appear as hasSubMeter children of their naming parents, likely double-counted under the one-parent-per-meter rule. Open; see open_questions.md §6.",,False
snv_el_B392_undercount_under_investigation,building,B392,data_quality,1900-01-01,9999-01-01,"Complex-formula undercount (−23/−21 MWh both months) — same magnitude as B305, likely same root cause (helper-row sub-meters zeroed by hasSubMeter edges that attached them to their naming parents). Open; see open_questions.md.",,False
snv_el_ref_doc_formula_verified,campus,SNV,unknown,1900-01-01,9999-01-01,"SNV EL building formulas cross-checked against reference/reference_formula_doc/the_only_one_formula_doc.xlsx (EL sheet). Surgical fixes applied: B385 +B307.T77-4-5-B → +B339.T77-4-5 (resolved 23k+ MWh phantom issue); B392 +B339.T77-4-5 → +B334.T87-5-2; B317 duplicate −B317.T49-5-9 removed (Jan now matches); B318.T21-6-2-A sign flipped (+ → −). New buildings added as documentation-only (B324, B399, B209 UPS, B325 Luft; their meters are attributed at campus level since Excel cache has 0/no row for these — avoids introducing phantom drift). B339 KOLF allocation added for doc-symmetry (B339 Kolfilter runtime unchanged). STRUX-only buildings (B340, B371, B336) cannot be populated from Snowflake — annotated.",,True
snv_el_b209_ups_aggregator,building,B209 UPS,unknown,1900-01-01,9999-01-01,"Sub-aggregator listed in reference formula doc as B209 UPS = +B339.T77-5-1. Excel cache has no B209 UPS row. B339.T77-5-1 exists in Snowflake and is attributed to B339 (where it is subtracted, matching Excel). The B209 UPS aggregator stays as a documentation-only allocation row; its readings aren't double-counted against any building.",B339.T77-5-1:d,False
snv_el_b325_luft_aggregator,building,B325 Luft,unknown,1900-01-01,9999-01-01,"Sub-aggregator per reference formula doc: B325 Luft = +B325.T13-5-6 +B325.T13-6-3 +B325.T12-3-4 +B325.T12-5-3 +B325.T12-6-3. Excel cache has no B325 Luft row. Of the 5 terms, 3 exist in Snowflake (T12-3-4, T13-5-6, T13-6-3) added as campus-level meters; 2 are missing (T12-5-3, T12-6-3 — suspected doc T12/T13 typo, see snv_el_b325_luft_missing_terms). Aggregator is documentation-only (allocation-side) to avoid double-counting against B325.",B325.T12-3-4:d|B325.T13-5-6:d|B325.T13-6-3:d,False
snv_el_b325_luft_missing_terms,building,B325 Luft,data_quality,1900-01-01,9999-01-01,Reference formula doc references B325.T12-5-3 and B325.T12-6-3 which are absent from Snowflake. Snowflake has B325.T13-5-3 and B325.T13-6-3 — suspected doc typo (T12 → T13). Needs site confirmation. Impact: B325 Luft aggregator (documentation-only) covers 3 of 5 doc-listed meters.,,False
snv_el_b339_kolf_aggregator,building,B339 Kolfilter,unknown,1900-01-01,9999-01-01,The B339 carbon-filter sub-load has always existed in the ontology as building 'B339 Kolfilter' with meter B339.T74-2-2 (Excel cache ~16.8 / 17.2 MWh Jan/Feb). Reference formula doc calls this same aggregator 'B339 KOLF'. A parallel 'B339 KOLF' allocation row was added for doc-symmetry but does not alter runtime numbers (meter_measures already attributes T74-2-2 to B339 Kolfilter). The T74-2-2 term was also removed from B339's main formula (where the parser had incorrectly included it).,B339.T74-2-2:d,True
snv_el_b324_added,building,B324,unknown,1900-01-01,9999-01-01,B324 EL intake now modeled via B324.EL_INTAKE virtual: B324.H3 + B324.H4_1 feeds k=1.0 with hasSubMeter fan-out to all 92 root downstream EL meters. Sums to AZ-total EL within 0.01 % of TN-side billing per Total SNV tab. See ann-snv-el-b324-intake-virtual + ann-snv-el-b324-h4-1-rollovers.,B324.H3:d,False
snv_el_b399_added,building,B399,unknown,1900-01-01,9999-01-01,Reference formula doc lists B399 = +B328.T19-3-2 +B328.T20-3-2 but Excel cache has no B399 row. Meters added to ontology as campus-level (building_id blank) so the raw data is ingestable but not attributed to any building (avoids creating a phantom drift vs Excel=0). Excel's omission of B399 is the source of truth for v1.,B328.T19-3-2:d|B328.T20-3-2:d,False
snv_el_b303_t80_missing_term,building,B303,unknown,1900-01-01,9999-01-01,Added missing +B311.T80-2-3 term to B303's allocation per reference formula doc; meter exists in Snowflake. Previous ontology had only 2 of 3 doc-listed terms.,B311.T80-2-3:d,True
snv_el_b340_strux_only,building,B340,data_quality,1900-01-01,9999-01-01,"Reference formula doc defines B340 = +B371.T23_2_6. All B371.* sub-meters are STRUX-only (absent from Snowflake BMS), so the ontology cannot populate B340 without a STRUX-synthesis primitive. Per project convention (STRUX-only never synthesized), B340 reads zero in topology while Excel cached value will show real consumption.",,False
snv_el_b371_strux_only,building,B371,data_quality,1900-01-01,9999-01-01,Reference formula doc defines B371 = +B371.T23 + B371.T31 − B371.T31_4_4 − B371.T31_5 − B371.T31_4_3 − B371.T23_4_4 (6 terms). All B371.* meters are STRUX-only (absent from Snowflake). Ontology cannot populate B371 without STRUX synthesis; reads zero in topology.,,False
snv_el_b336_el_strux_only,building,B336,data_quality,1900-01-01,9999-01-01,Reference formula doc defines B336 EL = +B336.T39 + B336.T40 − B336.T40_3_1 despite B336 being marked demolished ('Utgår byggnads rivs') for VÄRME and KALLVATTEN. All B336.* sub-meters are STRUX-only (absent from Snowflake). Status unclear: either electric systems survive demolition (decommissioning loads) or the doc is not yet in sync with the demolition. Needs site confirmation.,,False
snv_el_b310_pool_missing_b360_terms,building,B310,data_quality,1900-01-01,9999-01-01,"Reference formula doc adds +B360.T99_7_4_A +B360.T99_7_5 to B310's massive pool formula. Both meters exist in Snowflake. Not currently added because B360 is not a registered building in the ontology (would require building + sub-meter infrastructure). Impact: B310 topology slightly under-counts vs Excel by the sum of these two sub-feeders. Flagged for follow-up — add B360 building to ontology with its T99 sub-meters, or mirror the two meters as virtual B310 sub-feeds.",B360.T99-7-4-A:d|B360.T99-7-5:d,False
snv_el_b310_b311_t26s_naming_mismatch,building,B310,data_quality,1900-01-01,9999-01-01,"Reference formula doc references B313.T26S_2_16 and B313.T26S_2_24 in the B310 (−0.5×) and B311 (−0.5×, +0.5× respectively) pool terms. Neither exists in Snowflake. Current ontology uses B313.T26S-2-6 and B313.T26S-2-XX instead — B313.T26S-2-XX is a real Snowflake meter, B313.T26S-2-6 is not. The Snowflake fleet has B313.T26S-2-12 but not -2-16 or -2-24. Suspected naming/parsing mismatch between doc, historical Excel, and Snowflake. Residual impact on B310/B311 pool reconciliation is small (< 1% of total). Needs upstream clarification before corrective action.",,False
snv_el_b311_t56_4_2_missing,building,B311,data_quality,1900-01-01,9999-01-01,"Reference formula doc subtracts B311.T56_4_2 from B311's pool. Meter does not exist in Snowflake (B311.T56-4-7 exists, but -4-2 doesn't). Suspected either typo in doc or STRUX-only meter. Not currently applied. Minor impact — flagged for upstream verification.",,False
snv_el_b317_t49_coefficient_missing,building,B317,data_quality,1900-01-01,9999-01-01,"Reference formula doc specifies B317's T49-family terms with 0.5 coefficient (+0.5×B317.T49, −0.5×B317.T49_5_5, etc.). Our ontology allocates them at coefficient 1.0 because views.sql has no fractional-coefficient primitive for per-term scaling (same limitation as the snv_el_T49_pool annotation). Impact: B317 over/under-counts individual feeders by ×2; the net pool-residual is small because the ±0.5 terms offset. Resolution requires fractional-subtract primitive.",,False
snv_el_inactive_sub_meters,campus,SNV,data_quality,1900-01-01,9999-01-01,"Several SNV EL sub-meters remain flat at zero for the entire reference period (2025-01 → 2026-02): B313.T26S-2-XX, B313.T26S-3-20, B360.T99-4-6, B207.T94-4-6. These are sub-feeders for sub-loads that are currently inactive or spare capacity. No data-quality issue; accepted.",B313.T26S-2-XX:d|B313.T26S-3-20:d|B360.T99-4-6:d|B207.T94-4-6:d,True
ann-snv-el-b324-intake-virtual,meter,B324.EL_INTAKE,unknown,1900-01-01,9999-01-01,"Campus aggregator for SNV electricity. Aggregates 2 substation intake meters (B324.H3 = TN AZ Elpanna 0678; B324.H4_1 = TN Snäckviken+Elpanna 0661). Per Total SNV tab, sums to AZ-side EL total within 0.01 % of TN-side billing (7922 / 7507 MWh Jan/Feb 2026 vs TN 7921 / 7507). Conservation panel residual surfaces SNV.EL_UNALLOC fractional-pool consumption + B324 ancillaries + line losses (similar to GTN gtn_el_unmetered_intake_residual 8.7 % gap).",,
ann-snv-el-b324-h4-1-rollovers,meter,B324.H4_1,rollover,2025-03-04,2026-02-16,"B324.H4_1 (Schneider PME counter at TN intake) rolls over at the ~10 000 000 kWh ceiling 7 times in the observation window: 2025-03-04, 2025-05-06, 2025-07-01, 2025-08-22, 2025-10-12, 2025-12-09, 2026-02-16. Handled by 8-segment :d.A...:d.H split stitched via rolling_sum (canonical _classify_boundary detects each as rollover). Same pattern as the resolved snv_el_B308_T58 / B311_T79 / B325_T12 / B330_T65 / B337_T43 / B342_T67 rollover annotations.",B324.H4_1:d.A|B324.H4_1:d.B|B324.H4_1:d.C|B324.H4_1:d.D|B324.H4_1:d.E|B324.H4_1:d.F|B324.H4_1:d.G|B324.H4_1:d.H|B324.H4_1:d,True
